File created Successfully!!..

Choose Pixel Format Successful!!..	{Index = 14}
SetPixelFormat Successful!
wglCreateContext Successsful!!..
wglMakeCurrent Successful!.
glewInit Successful!..
Vertex Shader Compiled Successfully!!..
Fragement ShaderCompiled Successfully!!..
Program Linkage Successful!!
Called Sphere!Called Sphere Data!0.031411, 0.000000, 0.999507
0.031349, -0.001972, 0.999507
0.031163, -0.003937, 0.999507
0.030854, -0.005886, 0.999507
0.030424, -0.007812, 0.999507
0.029873, -0.009706, 0.999507
0.029205, -0.011563, 0.999507
0.028421, -0.013374, 0.999507
0.027525, -0.015132, 0.999507
0.026521, -0.016831, 0.999507
0.025412, -0.018463, 0.999507
0.024202, -0.020022, 0.999507
0.022897, -0.021502, 0.999507
0.021502, -0.022897, 0.999507
0.020022, -0.024202, 0.999507
0.018463, -0.025412, 0.999507
0.016831, -0.026521, 0.999507
0.015132, -0.027525, 0.999507
0.013374, -0.028421, 0.999507
0.011563, -0.029205, 0.999507
0.009706, -0.029873, 0.999507
0.007812, -0.030424, 0.999507
0.005886, -0.030854, 0.999507
0.003937, -0.031163, 0.999507
0.001972, -0.031349, 0.999507
-0.000000, -0.031411, 0.999507
-0.001972, -0.031349, 0.999507
-0.003937, -0.031163, 0.999507
-0.005886, -0.030854, 0.999507
-0.007812, -0.030424, 0.999507
-0.009706, -0.029873, 0.999507
-0.011563, -0.029205, 0.999507
-0.013374, -0.028421, 0.999507
-0.015132, -0.027525, 0.999507
-0.016831, -0.026521, 0.999507
-0.018463, -0.025412, 0.999507
-0.020022, -0.024202, 0.999507
-0.021502, -0.022897, 0.999507
-0.022897, -0.021502, 0.999507
-0.024202, -0.020022, 0.999507
-0.025412, -0.018463, 0.999507
-0.026521, -0.016831, 0.999507
-0.027525, -0.015132, 0.999507
-0.028421, -0.013374, 0.999507
-0.029205, -0.011563, 0.999507
-0.029873, -0.009706, 0.999507
-0.030424, -0.007812, 0.999507
-0.030854, -0.005886, 0.999507
-0.031163, -0.003937, 0.999507
-0.031349, -0.001972, 0.999507
-0.031411, 0.000000, 0.999507
-0.031349, 0.001972, 0.999507
-0.031163, 0.003937, 0.999507
-0.030854, 0.005886, 0.999507
-0.030424, 0.007812, 0.999507
-0.029873, 0.009706, 0.999507
-0.029205, 0.011563, 0.999507
-0.028421, 0.013374, 0.999507
-0.027525, 0.015132, 0.999507
-0.026521, 0.016831, 0.999507
-0.025412, 0.018463, 0.999507
-0.024202, 0.020022, 0.999507
-0.022897, 0.021502, 0.999507
-0.021502, 0.022897, 0.999507
-0.020022, 0.024202, 0.999507
-0.018463, 0.025412, 0.999507
-0.016831, 0.026521, 0.999507
-0.015132, 0.027525, 0.999507
-0.013374, 0.028421, 0.999507
-0.011563, 0.029205, 0.999507
-0.009706, 0.029873, 0.999507
-0.007812, 0.030424, 0.999507
-0.005886, 0.030854, 0.999507
-0.003937, 0.031163, 0.999507
-0.001972, 0.031349, 0.999507
0.000000, 0.031411, 0.999507
0.001972, 0.031349, 0.999507
0.003937, 0.031163, 0.999507
0.005886, 0.030854, 0.999507
0.007812, 0.030424, 0.999507
0.009706, 0.029873, 0.999507
0.011563, 0.029205, 0.999507
0.013374, 0.028421, 0.999507
0.015132, 0.027525, 0.999507
0.016831, 0.026521, 0.999507
0.018463, 0.025412, 0.999507
0.020022, 0.024202, 0.999507
0.021502, 0.022897, 0.999507
0.022897, 0.021502, 0.999507
0.024202, 0.020022, 0.999507
0.025412, 0.018463, 0.999507
0.026521, 0.016831, 0.999507
0.027525, 0.015132, 0.999507
0.028421, 0.013374, 0.999507
0.029205, 0.011563, 0.999507
0.029873, 0.009706, 0.999507
0.030424, 0.007812, 0.999507
0.030854, 0.005886, 0.999507
0.031163, 0.003937, 0.999507
0.031349, 0.001972, 0.999507
0.062791, 0.000000, 0.998027
0.062667, -0.003943, 0.998027
0.062295, -0.007870, 0.998027
0.061678, -0.011766, 0.998027
0.060818, -0.015615, 0.998027
0.059717, -0.019403, 0.998027
0.058381, -0.023115, 0.998027
0.056815, -0.026735, 0.998027
0.055024, -0.030250, 0.998027
0.053016, -0.033645, 0.998027
0.050799, -0.036907, 0.998027
0.048381, -0.040024, 0.998027
0.045772, -0.042983, 0.998027
0.042983, -0.045772, 0.998027
0.040024, -0.048381, 0.998027
0.036907, -0.050799, 0.998027
0.033645, -0.053016, 0.998027
0.030250, -0.055024, 0.998027
0.026735, -0.056815, 0.998027
0.023115, -0.058381, 0.998027
0.019403, -0.059717, 0.998027
0.015615, -0.060818, 0.998027
0.011766, -0.061678, 0.998027
0.007870, -0.062295, 0.998027
0.003943, -0.062667, 0.998027
-0.000000, -0.062791, 0.998027
-0.003943, -0.062667, 0.998027
-0.007870, -0.062295, 0.998027
-0.011766, -0.061678, 0.998027
-0.015615, -0.060818, 0.998027
-0.019403, -0.059717, 0.998027
-0.023115, -0.058381, 0.998027
-0.026735, -0.056815, 0.998027
-0.030250, -0.055024, 0.998027
-0.033645, -0.053016, 0.998027
-0.036907, -0.050799, 0.998027
-0.040024, -0.048381, 0.998027
-0.042983, -0.045772, 0.998027
-0.045772, -0.042983, 0.998027
-0.048381, -0.040024, 0.998027
-0.050799, -0.036907, 0.998027
-0.053016, -0.033645, 0.998027
-0.055024, -0.030250, 0.998027
-0.056815, -0.026735, 0.998027
-0.058381, -0.023115, 0.998027
-0.059717, -0.019403, 0.998027
-0.060818, -0.015615, 0.998027
-0.061678, -0.011766, 0.998027
-0.062295, -0.007870, 0.998027
-0.062667, -0.003943, 0.998027
-0.062791, 0.000000, 0.998027
-0.062667, 0.003943, 0.998027
-0.062295, 0.007870, 0.998027
-0.061678, 0.011766, 0.998027
-0.060818, 0.015615, 0.998027
-0.059717, 0.019403, 0.998027
-0.058381, 0.023115, 0.998027
-0.056815, 0.026735, 0.998027
-0.055024, 0.030250, 0.998027
-0.053016, 0.033645, 0.998027
